product_id,product_position,promotion,product_category,seasonal,sales_volume,brand,url,sku,name,description,price,currency,scraped_at,terms,section,stock,trafico
152174,End-cap,no,Clothing,0,2226,Zara,https://www.zara.com/us/en/faux-leather-jacket-p03427320.html,317012940-800-2,FAUX LEATHER JACKET,Jacket made of faux leather fabric. Lapel collar with snap button details. Long sleeves with zip cuffs. Front zip pockets at chest and hip. Interior pocket. Asymmetric front closure with metal zipper.,99.9,USD,2024-02-19T08:50:14.853868,jackets,MAN,3951.3876584006157,5016
129906,Aisle,no,Clothing,0,2089,Zara,https://www.zara.com/us/en/faux-suede-bomber-jacket-p06318600.html,311292672-800-2,FAUX SUEDE BOMBER JACKET,Jacket made of faux suede fabric. Ribbed elastic high collar and long sleeve. Welt pockets at hip. Rib trim. Front zip closure.,69.9,USD,2024-02-19T08:50:15.386895,jackets,MAN,4086.8430683137112,4993
195879,Front of Store,yes,Clothing,1,2339,Zara,https://www.zara.com/us/en/denim-bomber-jacket-p00621400.html,321496837-400-3,DENIM BOMBER JACKET,Jacket made of denim fabric with padded interior. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Elastic hem. All-over contrasting topstitching details. Front zip closure.,129.0,USD,2024-02-19T08:50:15.895051,jackets,MAN,5349.607940381707,4955
155050,Aisle,no,Clothing,1,2321,Zara,https://www.zara.com/us/en/boucle-textured-jacket-p08491402.html,316205038-615-2,BOUCLÉ TEXTURED JACKET,Cropped jacket made with wool blend fabric. High collar and long sleeves with elastic cuffs. Front patch pockets with flaps. Elastic hem. Front snap button closure.,129.0,USD,2024-02-19T08:50:16.580479,jackets,MAN,4985.316582402526,4780
194410,End-cap,no,Clothing,0,669,Zara,https://www.zara.com/us/en/suit-jacket-in-100-linen-p04307443.html,322972473-052-46,SUIT JACKET IN 100% LINEN,Straight fit blazer made of linen. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Back vents. Front button closure.,159.0,USD,2024-02-19T08:50:17.153559,jackets,MAN,1295.748442188735,5074
141904,End-cap,yes,Clothing,1,1712,Zara,https://www.zara.com/us/en/jacquard-denim-jacket-p07627402.html,313845662-400-3,JACQUARD DENIM JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Patch pockets with flaps at chest and side pockets at hip. Front hidden button closure.,109.0,USD,2024-02-19T08:50:17.639427,jackets,MAN,4139.23823364707,4907
124981,Front of Store,no,Clothing,1,1832,Zara,https://www.zara.com/us/en/padded-denim-jacket-p01538413.html,320264577-800-2,PADDED DENIM JACKET,Cropped jacket with lightly quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Washed effect. Rib hems. Front zip closure.,89.9,USD,2024-02-19T08:50:18.264732,jackets,MAN,3131.3291290718107,5059
161909,Aisle,yes,Clothing,0,1290,Zara,https://www.zara.com/us/en/leather-jacket-p05479400.html,315529534-705-3,LEATHER JACKET,Relaxed fit jacket in leather. Spread collar and long sleeves with slit cuffs with button closure. Patch pockets at hip. Back vents. Front button closure.,299.0,USD,2024-02-19T08:50:18.813979,jackets,MAN,2500.299894915647,5025
129152,End-cap,no,Clothing,0,2356,Zara,https://www.zara.com/us/en/lightweight-bomber-jacket-p08281315.html,320423517-800-2,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,49.9,USD,2024-02-19T08:50:19.405469,jackets,MAN,4828.722754199906,4843
183243,Front of Store,yes,Clothing,0,1524,Zara,https://www.zara.com/us/en/suit-jacket-p04303266.html,328250627-251-46,SUIT JACKET,Straight fit jacket made of dense stretch fabric. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,169.0,USD,2024-02-19T08:50:19.899287,jackets,MAN,3328.575983920144,5008
198248,Front of Store,yes,Clothing,0,1644,Zara,https://www.zara.com/us/en/faux-leather-bomber-jacket-p03918420.html,311309526-800-2,FAUX LEATHER BOMBER JACKET,Jacket made of faux leather fabric. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,69.9,USD,2024-02-19T08:50:20.387337,jackets,MAN,4402.243920795171,5003
191230,End-cap,no,Clothing,0,966,Zara,https://www.zara.com/us/en/patch-bomber-jacket-p03918330.html,311287528-811-2,PATCH BOMBER JACKET,Varsity jacket made of faux suede fabric. Double welt pockets at hip and interior pocket. Front and back contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.,89.9,USD,2024-02-19T08:50:20.940517,jackets,MAN,1738.3273103474633,5066
187234,Front of Store,yes,Clothing,1,2575,Zara,https://www.zara.com/us/en/stretch-pocket-overshirt-p07484478.html,342657802-914-2,STRETCH POCKET OVERSHIRT,Overshirt made of stretchy fabric. Lapel collar and long sleeves with snap buttoned cuffs. Chest patch pockets. Front snap button closure.,59.9,USD,2024-02-19T08:50:21.681257,jackets,MAN,5848.730518372575,4988
148888,Front of Store,no,Clothing,0,2774,Zara,https://www.zara.com/us/en/rib-collar-jacket-p08281410.html,316207898-712-2,RIB COLLAR JACKET,Jacket made of technical fabric with padded interior. Tonal elastic rib high collar. Long sleeves. Welt pockets at hip and interior pocket. Interior elastic finish. Front zip closure.,109.0,USD,2024-02-19T08:50:22.196513,jackets,MAN,6626.037021034958,5078
110805,Front of Store,yes,Clothing,0,2477,Zara,https://www.zara.com/us/en/faux-leather-oversized-jacket-limited-edition-p07380310.html,321496761-800-2,FAUX LEATHER OVERSIZED JACKET LIMITED EDITION,Oversized jacket. Notched lapel collar and long sleeves. Flap pockets at hip and interior pocket. Front button closure.,159.0,USD,2024-02-19T08:50:22.752699,jackets,MAN,3888.0865084611514,4982
179801,Front of Store,no,Clothing,1,2608,Zara,https://www.zara.com/us/en/contrasting-patches-bomber-jacket-p06318411.html,311307255-800-2,CONTRASTING PATCHES BOMBER JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,129.0,USD,2024-02-19T08:50:23.449176,jackets,MAN,6288.715460638427,4919
134927,Aisle,yes,Clothing,1,2252,Zara,https://www.zara.com/us/en/patch-bomber-jacket-p03833404.html,317129011-500-2,PATCH BOMBER JACKET,Varsity jacket with padded interior. Rib elastic collar and long sleeves in contrast faux leather. Double welt pockets at hip and interior pocket. Contrasting patch appliqués at front and back. Rib trim. Front snap button closure.,129.0,USD,2024-02-19T08:50:23.929417,jackets,MAN,3954.030489815671,5010
123150,End-cap,yes,Clothing,0,2074,Zara,https://www.zara.com/us/en/cropped-bomber-jacket-limited-edition-p08281600.html,330274270-800-2,CROPPED BOMBER JACKET LIMITED EDITION,Jacket with lightly padded interior. Rib collar and long sleeves. Flap pockets at waist. Rib trim. Front asymmetric zip closure.,129.0,USD,2024-02-19T08:50:24.492261,jackets,MAN,3313.3755057772046,5033
159145,End-cap,yes,Clothing,0,2579,Zara,https://www.zara.com/us/en/faux-leather-puffer-jacket-p03833302.html,311297855-800-2,FAUX LEATHER PUFFER JACKET,Faux leather jacket with padded interior. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip and interior pocket. Elastic hem. Front zip hidden by a snap button flap.,109.0,USD,2024-02-19T08:50:25.084642,jackets,MAN,7539.263700864521,5011
172364,Aisle,yes,Clothing,0,2931,Zara,https://www.zara.com/us/en/faux-leather-bomber-jacket-p08281667.html,317782474-800-2,FAUX LEATHER BOMBER JACKET,Jacket made of faux leather fabric. Rib elastic collar and long sleeves. Zip pockets with flaps at hip. Interior pocket. Elastic hem. Front zip closure.,109.0,USD,2024-02-19T08:50:26.108791,jackets,MAN,8641.9012334123,4984
178281,End-cap,no,Clothing,1,1145,Zara,https://www.zara.com/us/en/bomber-jacket-p06318502.html,315758723-401-2,BOMBER JACKET,Varsity jacket. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front snap button closure.,109.0,USD,2024-02-19T08:50:27.368815,jackets,MAN,3105.9224453900224,4970
194339,End-cap,no,Clothing,0,1792,Zara,https://www.zara.com/us/en/faux-suede-jacket-p08281652.html,311302863-800-2,FAUX SUEDE JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,89.9,USD,2024-02-19T08:50:28.013766,jackets,MAN,3506.8018115380205,4831
174412,Aisle,no,Clothing,1,1796,Zara,https://www.zara.com/us/en/faux-suede-bomber-jacket-p08574500.html,311282759-806-2,FAUX SUEDE BOMBER JACKET,Jacket made of faux suede fabric. Rib elastic collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,69.9,USD,2024-02-19T08:50:28.575851,jackets,MAN,2957.128675133198,5086
114877,Aisle,no,Clothing,0,1860,Zara,https://www.zara.com/us/en/suede-jacket-p02521102.html,323134415-700-3,SUEDE JACKET,Jacket made of suede. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,349.0,USD,2024-02-19T08:50:29.497634,jackets,MAN,4699.010143968918,4995
140727,End-cap,yes,Clothing,1,1002,Zara,https://www.zara.com/us/en/contrasting-collar-jacket-p01538369.html,312372582-526-2,CONTRASTING COLLAR JACKET,Jacket with lightly padded interior. Contrasting lapel collar. Long sleeves with buttoned cuffs. Washed effect. Double welt pockets at chest and hip. Front zip closure.,79.9,USD,2024-02-19T08:50:30.899896,jackets,MAN,2164.549198090621,4998
133109,Front of Store,no,Clothing,1,2063,Zara,https://www.zara.com/us/en/textured-jacket-p04302457.html,321143726-712-2,TEXTURED JACKET,Jacket made of textured fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and hidden pockets at hip. Side vents at hem. Front button closure.,79.9,USD,2024-02-19T08:50:31.435371,jackets,MAN,3472.147317727168,4925
127296,Aisle,no,Clothing,0,1165,Zara,https://www.zara.com/us/en/cropped-textured-jacket-p01538410.html,320220949-507-2,CROPPED TEXTURED JACKET,Jacket made of dense cotton fabric cut on the bias. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Cropped length. Front zip closure.,89.9,USD,2024-02-19T08:50:32.016086,jackets,MAN,2612.8216504194443,4979
133757,Aisle,yes,Clothing,0,2071,Zara,https://www.zara.com/us/en/pocket-puffer-jacket-p08281439.html,312664937-514-2,POCKET PUFFER JACKET,Quilted jacket made of technical fabric. High collar and long sleeves. Flap pocket at chest and hidden in-seam pockets at side hip. Interior pocket. Interior elastic hem. Cropped length. Front zip closure.,129.0,USD,2024-02-19T08:50:32.531017,jackets,MAN,3213.327940844426,5027
111760,End-cap,no,Clothing,0,1474,Zara,https://www.zara.com/us/en/technical-jacket-with-pockets-p03286501.html,321143723-401-2,TECHNICAL JACKET WITH POCKETS,Jacket made of technical fabric with quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Rib trim. Front button closure.,109.0,USD,2024-02-19T08:50:33.138517,jackets,MAN,4221.507408996187,4974
198375,End-cap,no,Clothing,0,2202,Zara,https://www.zara.com/us/en/faux-leather-jacket-p08281345.html,311297763-800-2,FAUX LEATHER JACKET,Jacket made of faux leather fabric. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip. Front snap button closure.,69.9,USD,2024-02-19T08:50:33.724614,jackets,MAN,4157.750279224856,5001
168837,Aisle,no,Clothing,0,665,Zara,https://www.zara.com/us/en/faux-suede-jacket-p03548689.html,311292194-731-2,FAUX SUEDE JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,89.9,USD,2024-02-19T08:50:34.380743,jackets,MAN,1658.365978643097,5033
138505,Front of Store,no,Clothing,0,2478,Zara,https://www.zara.com/us/en/ripped-denim-jacket-p01538470.html,335663355-406-2,RIPPED DENIM JACKET,Denim jacket with lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed effect and rips. Front button closure.,69.9,USD,2024-02-19T08:50:35.011352,jackets,MAN,4875.63006982434,4869
116228,End-cap,yes,Clothing,0,647,Zara,https://www.zara.com/us/en/textured-pocket-jacket-p03918500.html,312363708-800-2,TEXTURED POCKET JACKET,Jacket with lightly padded interior. Lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,89.9,USD,2024-02-19T08:50:35.534355,jackets,MAN,1475.2260145530654,5144
167592,Front of Store,yes,Clothing,0,707,Zara,https://www.zara.com/us/en/faux-suede-patch-jacket-p08281357.html,312320664-251-2,FAUX SUEDE PATCH JACKET,Varsity jacket made of faux suede fabric. Lapel collar and long sleeves. Double welt pockets at hip and interior pocket. Front contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.,89.9,USD,2024-02-19T08:50:36.278549,jackets,MAN,1640.286251243548,4977
133100,End-cap,yes,Clothing,0,2729,Zara,https://www.zara.com/us/en/puffer-jacket-with-pouch-pocket-p00155401.html,311302445-445-97,PUFFER JACKET WITH POUCH POCKET,Jacket made of technical fabric with padded interior. High collar with front zip closure and long sleeves with elastic strap cuffs. Front and back contrast embroidered text. Zip pockets at hip. Adjustable elastic strap at hem with side zippers and strap.,89.9,USD,2024-02-19T08:50:37.262777,jackets,MAN,4850.201713693745,4992
119955,Front of Store,no,Clothing,0,1590,Zara,https://www.zara.com/us/en/bomber-jacket-p05039440.html,323216370-422-97,BOMBER JACKET,Boxy bomber jacket. Rib elastic collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,89.9,USD,2024-02-19T08:50:37.977065,jackets,MAN,4697.459337218472,5146
189349,End-cap,yes,Clothing,0,1245,Zara,https://www.zara.com/us/en/textured-weave-overshirt-p01608101.html,317107014-707-2,TEXTURED WEAVE OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Side hidden in-seam pockets. Front button closure.,89.9,USD,2024-02-19T08:50:38.675293,jackets,MAN,3315.0605476268815,4932
127478,Front of Store,no,Clothing,1,2498,Zara,https://www.zara.com/us/en/straight-suit-jacket-p04143291.html,328594167-800-46,STRAIGHT SUIT JACKET,Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Central back vent at hem. Front button closure.,129.0,USD,2024-02-19T08:50:39.146924,jackets,MAN,7267.302534041017,4893
180661,Front of Store,no,Clothing,1,1041,Zara,https://www.zara.com/us/en/hooded-quilted-jacket-p00029501.html,311309598-711-2,HOODED QUILTED JACKET,Puffer jacket with high collar and adjustable hood. Long sleeves with interior rib cuffs. Welt pockets at hip and interior pocket. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,129.0,USD,2024-02-19T08:50:39.688602,jackets,MAN,2958.772907692774,4889
186681,End-cap,no,Clothing,1,1717,Zara,https://www.zara.com/us/en/lightweight-puffer-jacket-p04302520.html,267133943-711-2,LIGHTWEIGHT PUFFER JACKET,Padded jacket made of technical fabric. High collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,19.99,USD,2024-02-19T08:50:40.213708,jackets,MAN,4115.39139542795,4870
133183,Front of Store,yes,Clothing,1,2859,Zara,https://www.zara.com/us/en/cotton-blend-bomber-jacket-p06518350.html,318265017-401-2,COTTON BLEND BOMBER JACKET,Jacket made of cotton blend fabric. High collar and long sleeves. Welt pockets at hip. Rib trim. Cropped length. Front zip closure.,89.9,USD,2024-02-19T08:50:40.898654,jackets,MAN,8241.957656896637,5082
173508,Aisle,yes,Clothing,0,1658,Zara,https://www.zara.com/us/en/pocket-jacket-p06318507.html,322410604-401-2,POCKET JACKET,Jacket made of dense technical fabric. Lapel collar and long sleeves with buttoned cuffs. Multi-functional front pockets. Front zip hidden by a snap button flap.,129.0,USD,2024-02-19T08:50:41.427891,jackets,MAN,2707.0808526031237,5071
187930,End-cap,no,Clothing,1,706,Zara,https://www.zara.com/us/en/oversized-bomber-jacket-p08281311.html,324149982-982-2,OVERSIZED BOMBER JACKET,Oversized jacket made of technical fabric. High collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Rib trim. Adjustable asymmetric hem with side zippers. Front zip closure.,89.9,USD,2024-02-19T08:50:41.944116,jackets,MAN,1266.5458513018748,4903
124088,End-cap,yes,Clothing,1,2065,Zara,https://www.zara.com/us/en/embroidered-patch-jacket-p05320345.html,320531693-707-2,EMBROIDERED PATCH JACKET,Roomy jacket made of lightweight fabric. Lapel collar and long sleeves with elastic cuffs. Contrasting patch appliqués with embroidery at front and back. Front pouch pocket. Elastic hem. Front zip closure.,79.9,USD,2024-02-19T08:50:42.629521,jackets,MAN,3237.591527400392,5026
190238,Front of Store,no,Clothing,1,1917,Zara,https://www.zara.com/us/en/acid-wash-denim-jacket-p06688401.html,328279967-409-3,ACID WASH DENIM JACKET,Jacket made of cotton denim. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and side pockets at hip. Washed effect. Front zip closure.,89.9,USD,2024-02-19T08:50:43.067567,jackets,MAN,3810.9873661097663,5050
151925,End-cap,yes,Clothing,1,2179,Zara,https://www.zara.com/us/en/vintage-effect-leather-bomber-jacket-p02521300.html,320774184-800-97,VINTAGE EFFECT LEATHER BOMBER JACKET,Sin descripción disponible,299.0,USD,2024-02-19T08:50:43.543555,jackets,MAN,4538.891721350072,4954
163234,Front of Store,no,Clothing,0,1633,Zara,https://www.zara.com/us/en/textured-denim-jacket-limited-edition-p01538430.html,322972491-800-2,TEXTURED DENIM JACKET LIMITED EDITION,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed and uneven textured effect. Front button closure.,89.9,USD,2024-02-19T08:50:44.126726,jackets,MAN,3114.169453330158,5054
135610,Aisle,yes,Clothing,1,1513,Zara,https://www.zara.com/us/en/wool-blend-jacket-p09621448.html,321501682-800-2,WOOL BLEND JACKET,Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,109.0,USD,2024-02-19T08:50:45.034237,jackets,MAN,4150.319777020303,4974
117065,Aisle,yes,Clothing,1,758,Zara,https://www.zara.com/us/en/cotton---linen-blend-jacket-p00706103.html,328616906-712-2,COTTON - LINEN BLEND JACKET,Jacket made of cotton and linen blend fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Elastic hem. Front zip closure.,109.0,USD,2024-02-19T08:50:45.809524,jackets,MAN,1542.628532450611,4967
149315,End-cap,yes,Clothing,0,718,Zara,https://www.zara.com/us/en/fleece-bomber-jacket-p08281405.html,311292541-802-2,FLEECE BOMBER JACKET,Jacket made of faux shearling fabric. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,109.0,USD,2024-02-19T08:50:46.259361,jackets,MAN,1379.5664669333091,5087
149510,Aisle,no,Clothing,1,1412,Zara,https://www.zara.com/us/en/zippered-jacket-p04087418.html,319205114-807-2,ZIPPERED JACKET,Lapel collar jacket with long sleeves. Front pouch pockets. Front zip closure.,59.9,USD,2024-02-19T08:50:47.254145,jackets,MAN,3267.43030412917,5054
137990,Aisle,no,Clothing,0,2929,Zara,https://www.zara.com/us/en/cotton-jacket-p00706301.html,276213846-500-2,COTTON JACKET,Lapel collar jacket with long sleeves with elastic cuffs. Patch pockets at hip. Elastic hem. Front snap button closure.,29.99,USD,2024-02-19T08:50:49.940814,jackets,MAN,5012.65058242662,4895
154016,End-cap,yes,Clothing,1,2366,Zara,https://www.zara.com/us/en/wool-blend-textured-jacket-p04296310.html,328244979-064-48,WOOL BLEND TEXTURED JACKET,Jacket made of wool blend fabric. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Back vents. Front double breasted button closure.,189.0,USD,2024-02-19T08:50:48.692260,jackets,MAN,6395.997084696086,5001
117751,Aisle,no,Clothing,0,2749,Zara,https://www.zara.com/us/en/contrast-jacquard-jacket-p04087423.html,323050745-798-97,CONTRAST JACQUARD JACKET,Full cut jacket with lapel collar and long sleeves. Front button closure.,89.9,USD,2024-02-19T08:50:51.200272,jackets,MAN,4430.909579213535,4963
182362,Front of Store,no,Clothing,0,2019,Zara,https://www.zara.com/us/en/cropped-overshirt-p04432403.html,319166635-401-2,CROPPED OVERSHIRT,Cropped overshirt made of contrast double faced fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Adjustable hem with side elastics. Front button closure partially hidden by a flap.,69.9,USD,2024-02-19T08:50:51.711859,jackets,MAN,6017.287087494667,4977
117725,Aisle,no,Clothing,1,1506,Zara,https://www.zara.com/us/en/contrasting-patches-hooded-jacket-p03833400.html,311297489-800-2,CONTRASTING PATCHES HOODED JACKET,Varsity jacket with stretchy collar and contrasting hood. Long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,109.0,USD,2024-02-19T08:50:52.206404,jackets,MAN,4003.500933841149,5111
145289,End-cap,no,Clothing,0,1012,Zara,https://www.zara.com/us/en/utility-pocket-jacket-p05520451.html,311292073-709-2,UTILITY POCKET JACKET,Cropped jacket. Lapel collar and long sleeves. Front utility pockets with zip closure. Washed effect. Elastic hem. Adjustable hem with side elastics. Front zip closure.,109.0,USD,2024-02-19T08:50:52.732112,jackets,MAN,1819.650404568874,4962
173576,End-cap,yes,Clothing,0,1838,Zara,https://www.zara.com/us/en/-p04310461.html,336378923-700-2,Producto Desconocido,Sin descripción disponible,129.0,USD,2024-02-19T08:50:54.476057,jackets,MAN,2772.224476909772,5161
175059,Aisle,yes,Clothing,0,2170,Zara,https://www.zara.com/us/en/lightweight-bomber-jacket-p04302404.html,311292572-401-2,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,49.9,USD,2024-02-19T08:50:54.927480,jackets,MAN,5909.326949620485,5027
